Date,Asian Open,Asian High,Asian Low,Asian Close,Asian Adj Close,Asian Volume,Dmart Open,Dmart High,Dmart Low,Dmart Close,Dmart Adj Close,Dmart Volume,,,,,,,,,,,Dropdown,,,Date,Dmart Volume,Asian Volume
28-10-2021,3103,3147.600098,3062,3116.300049,3098.44458,1791065,4748,4776.850098,4620,4675.649902,4675.649902,375073,,,,,,,,,,,,,,28-10-2021,375073,1791065
29-10-2021,3125,3144.699951,3083.300049,3100.100098,3082.337402,1118903,4669,4725,4561.149902,4635.450195,4635.450195,437818,,,,,,,,,,,,,,29-10-2021,437818,1118903
01-11-2021,3128,3142.25,3091.649902,3121.800049,3103.912842,750393,4670,4708,4550,4564.75,4564.75,392446,,,,,,,,,,,,,,01-11-2021,392446,750393
02-11-2021,3120,3139.800049,3080,3103.350098,3085.568604,881916,4596.700195,4666.799805,4580,4597.049805,4597.049805,304774,,,,,,,,,,,,,,02-11-2021,304774,881916
03-11-2021,3102.100098,3182.899902,3095,3170.649902,3152.48291,879227,4644,4790,4600,4741.299805,4741.299805,462222,,,,,,,,,,,,,,03-11-2021,462222,879227
04-11-2021,3179,3190,3145,3159.25,3141.148438,263595,4780,4824.799805,4760.049805,4783.700195,4783.700195,136777,,,,,,,,,,,,,,04-11-2021,136777,263595
08-11-2021,3165,3181,3095.149902,3138,3120.02002,787824,4783,4867.299805,4720,4748.5,4748.5,340161,,,,,,,,,,,,,,08-11-2021,340161,787824
09-11-2021,3140,3155,3120,3145.149902,3127.128906,668840,4748,4774.299805,4723.700195,4757.149902,4757.149902,180363,,,,,,,,,,,,,,09-11-2021,180363,668840
10-11-2021,3132,3136.649902,3080.5,3108.300049,3090.490234,872975,4745,5000,4726,4960.299805,4960.299805,1128493,,,,,,,,,,,,,,10-11-2021,1128493,872975
11-11-2021,3090,3106.649902,3052,3063.5,3045.947021,958143,4960.299805,5040,4901.149902,4997.75,4997.75,735028,,,,,,,,,,,,,,11-11-2021,735028,958143
12-11-2021,3089,3128,3075.800049,3122.899902,3105.006592,682344,5044.950195,5097.649902,5026.950195,5078.549805,5078.549805,487061,,,,,,,,,,,,,,12-11-2021,487061,682344
15-11-2021,3126,3180,3126,3168.699951,3150.544189,696377,5075,5075,4980,5023.299805,5023.299805,324397,,,,,,,,,,,,,,15-11-2021,324397,696377
16-11-2021,3165,3209,3120.100098,3151.699951,3133.641602,1400107,5025,5100,4982,5081.5,5081.5,538836,,,,,,,,,,,,,,16-11-2021,538836,1400107
17-11-2021,3170,3239.899902,3165.050049,3230.25,3211.741455,1616452,5080,5180,5079.75,5126.399902,5126.399902,447914,,,,,,,,,,,,,,17-11-2021,447914,1616452
18-11-2021,3249.850098,3260,3214,3226.850098,3208.361084,1609821,5130,5180,5037,5080.899902,5080.899902,428372,,,,,,,,,,,,,,18-11-2021,428372,1609821
22-11-2021,3241,3308.350098,3215.050049,3261.25,3242.563965,2146970,5100,5100,4782,4828.299805,4828.299805,650655,,,,,,,,,,,,,,22-11-2021,650655,2146970
23-11-2021,3261.25,3288.300049,3171.550049,3185.550049,3167.297607,1482618,4829,4920,4758.149902,4843.299805,4843.299805,580934,,,,,,,,,,,,,,23-11-2021,580934,1482618
24-11-2021,3186.050049,3208.899902,3150,3157,3138.911133,1056213,4876,4958.950195,4850.049805,4882.600098,4882.600098,483901,,,,,,,,,,,,,,24-11-2021,483901,1056213
25-11-2021,3156.5,3173.350098,3113,3144.25,3126.234375,728825,4930,4930,4854.649902,4894.5,4894.5,364378,,,,,,,,,,,,,,25-11-2021,364378,728825
26-11-2021,3101,3167.350098,3091,3143.100098,3125.091064,1029110,4860,4860,4700.100098,4718.75,4718.75,518551,,,,,,,,,,,,,,26-11-2021,518551,1029110
29-11-2021,3131,3178.899902,3071.899902,3144.300049,3126.283936,876651,4687,4721,4455,4673.350098,4673.350098,609710,,,,,,,,,,,,,,29-11-2021,609710,876651
30-11-2021,3116.149902,3189,3116.149902,3143.649902,3125.637695,2340489,4673.399902,4800,4661,4710.899902,4710.899902,790479,,,,,,,,,,,,,,30-11-2021,790479,2340489
01-12-2021,3155.899902,3199.75,3124.100098,3138.149902,3120.169189,1741820,4750,4848,4666,4693.700195,4693.700195,374830,,,,,,,,,,,,,,01-12-2021,374830,1741820
02-12-2021,3160,3194,3152.25,3180.600098,3162.376221,939320,4750,4794.549805,4718.450195,4782.950195,4782.950195,351343,,,,,,,,,,,,,,02-12-2021,351343,939320
03-12-2021,3185,3187.449951,3106,3110.449951,3092.62793,1216263,4799,4850,4775,4799.049805,4799.049805,287731,,,,,,,,,,,,,,03-12-2021,287731,1216263
06-12-2021,3115,3115,3028.25,3038.300049,3020.891357,1107363,4820,4821.950195,4580,4593.450195,4593.450195,466595,,,,,,,,,,,,,,06-12-2021,466595,1107363
07-12-2021,3040,3069,3016.449951,3030.350098,3012.987061,2056459,4674.700195,4719,4611,4660.649902,4660.649902,435517,,,,,,,,,,,,,,07-12-2021,435517,2056459
08-12-2021,3031.899902,3123,3031,3108.5,3090.689209,1171484,4708.200195,4842,4708.200195,4814.600098,4814.600098,763280,,,,,,,,,,,,,,08-12-2021,763280,1171484
09-12-2021,3152.399902,3183.050049,3111,3178.699951,3160.486816,1287243,4822,4878.399902,4777,4821.200195,4821.200195,316687,,,,,,,,,,,,,,09-12-2021,316687,1287243
10-12-2021,3184,3292,3178.699951,3283.149902,3264.338379,2554394,4798,4809.700195,4775.5,4796.600098,4796.600098,173574,,,,,,,,,,,,,,10-12-2021,173574,2554394
13-12-2021,3285.100098,3341,3270.949951,3279.850098,3261.057373,1265832,4830,4870,4750,4765.799805,4765.799805,283323,,,,,,,,,,,,,,13-12-2021,283323,1265832
14-12-2021,3274,3305,3249,3297.5,3278.606201,863179,4764.75,4840,4714.100098,4814.399902,4814.399902,352396,,,,,,,,,,,,,,14-12-2021,352396,863179
15-12-2021,3278.149902,3313.949951,3266.5,3301.949951,3283.030762,811946,4799.899902,4814.25,4740,4749.450195,4749.450195,410084,,,,,,,,,,,,,,15-12-2021,410084,811946
16-12-2021,3325,3325,3270.600098,3298.600098,3279.699951,502930,4801,4815.149902,4726.149902,4742.100098,4742.100098,243570,,,,,,,,,,,,,,16-12-2021,243570,502930
17-12-2021,3275,3293.300049,3227.699951,3243.699951,3225.114502,1019403,4771,4791.25,4672.149902,4697.799805,4697.799805,454824,,,,,,,,,,,,,,17-12-2021,454824,1019403
20-12-2021,3227,3275,3181,3239.449951,3220.888672,948872,4669,4690,4552.25,4618.950195,4618.950195,310441,,,,,,,,,,,,,,20-12-2021,310441,948872
